ensembleDescription,k,dataset,errorRate,timeTaken
Decision Tree-Extra Tree-Linear Discriminant-Extra Trees-Random Forest (10 estimators),5,dna,0.045837030027010506,38.445800000000006
Decision Tree-Extra Tree-Linear Discriminant-Gradient Boosting,4,dna,0.04708897695234715,16.0012
Decision Tree-Extra Tree-Linear Discriminant-MultinomialNB,4,dna,0.05022771633051398,12.8031
Decision Tree-Extra Tree-Linear Discriminant-MultinomialNB-Extra Trees,5,dna,0.04395023757418032,36.6386
Decision Tree-Extra Tree-Linear Discriminant-MultinomialNB-Gradient Boosting,5,dna,0.0408105124110329,17.1912
Decision Tree-Extra Tree-Linear Discriminant-MultinomialNB-Nearest Neighbors,5,dna,0.049597799727923345,64.95689999999999
Decision Tree-Extra Tree-Linear Discriminant-MultinomialNB-Random Forest (10 estimators),5,dna,0.04394826600421915,15.7016
Decision Tree-Extra Tree-Linear Discriminant-Nearest Neighbors,4,dna,0.06811577058811932,59.1037
Decision Tree-Extra Tree-Linear Discriminant-Nearest Neighbors-Extra Trees,5,dna,0.05116914098696792,81.32560000000001
Decision Tree-Extra Tree-Linear Discriminant-Nearest Neighbors-Gradient Boosting,5,dna,0.04677155418860038,69.4821
Decision Tree-Extra Tree-Linear Discriminant-Nearest Neighbors-Random Forest (10 estimators),5,dna,0.05116421206206502,69.11290000000001
Decision Tree-Extra Tree-Linear Discriminant-Quadratic Discriminant,4,dna,0.0747037716133357,19.7909
Decision Tree-Extra Tree-Linear Discriminant-Quadratic Discriminant-BernoulliNB,5,dna,0.05273358175114844,21.9883
Decision Tree-Extra Tree-Linear Discriminant-Quadratic Discriminant-Extra Trees,5,dna,0.05242108791230456,40.7308
Decision Tree-Extra Tree-Linear Discriminant-Quadratic Discriminant-Gradient Boosting,5,dna,0.0473975276512687,23.603900000000003
Decision Tree-Extra Tree-Linear Discriminant-Quadratic Discriminant-MultinomialNB,5,dna,0.052419116342343405,19.9295
Decision Tree-Extra Tree-Linear Discriminant-Quadratic Discriminant-Nearest Neighbors,5,dna,0.06717138857672364,71.6932
Decision Tree-Extra Tree-Linear Discriminant-Quadratic Discriminant-Random Forest (10 estimators),5,dna,0.053986514461465664,22.2321
Decision Tree-Extra Tree-Linear Discriminant-Random Forest (10 estimators),4,dna,0.053992429171349145,14.802900000000003
Decision Tree-Extra Tree-Linear Discriminant-Random Forest (10 estimators)-Gradient Boosting,5,dna,0.04206640247629187,20.6571
Decision Tree-Extra Tree-Logistic,3,dna,0.06404053547840145,13.7023
Decision Tree-Extra Tree-Logistic-BernoulliNB,4,dna,0.054311823505057075,15.8115
Decision Tree-Extra Tree-Logistic-BernoulliNB-Extra Trees,5,dna,0.0452100707793616,39.072
Decision Tree-Extra Tree-Logistic-BernoulliNB-Gradient Boosting,5,dna,0.0420693598312336,19.189799999999998
Decision Tree-Extra Tree-Logistic-BernoulliNB-MultinomialNB,5,dna,0.04614952386585437,16.3009
Decision Tree-Extra Tree-Logistic-BernoulliNB-Nearest Neighbors,5,dna,0.051795114449636234,70.249
Decision Tree-Extra Tree-Logistic-BernoulliNB-Random Forest (10 estimators),5,dna,0.04520612763943928,19.2123
Decision Tree-Extra Tree-Logistic-Extra Trees,4,dna,0.05023264525541689,35.5493
Decision Tree-Extra Tree-Logistic-Extra Trees-Gradient Boosting,5,dna,0.04238382524003864,41.572
Decision Tree-Extra Tree-Logistic-Extra Trees-Random Forest (10 estimators),5,dna,0.0474073855010745,43.189499999999995
Decision Tree-Extra Tree-Logistic-Gradient Boosting,4,dna,0.04771790776995721,16.604499999999998
Decision Tree-Extra Tree-Logistic-Linear Discriminant,4,dna,0.05430985193509591,12.403400000000001
Decision Tree-Extra Tree-Logistic-Linear Discriminant-BernoulliNB,5,dna,0.04457916839179038,17.399700000000003
Decision Tree-Extra Tree-Logistic-Linear Discriminant-Extra Trees,5,dna,0.044265688767965924,34.8995
Decision Tree-Extra Tree-Logistic-Linear Discriminant-Gradient Boosting,5,dna,0.04143648587370123,16.3087
Decision Tree-Extra Tree-Logistic-Linear Discriminant-MultinomialNB,5,dna,0.04363675795035586,14.853400000000002
Decision Tree-Extra Tree-Logistic-Linear Discriminant-Nearest Neighbors,5,dna,0.05147867747087005,68.10920000000002
Decision Tree-Extra Tree-Logistic-Linear Discriminant-Quadratic Discriminant,5,dna,0.05524240452672463,21.905100000000004
Decision Tree-Extra Tree-Logistic-Linear Discriminant-Random Forest (10 estimators),5,dna,0.04394826600421915,15.601100000000002
Decision Tree-Extra Tree-Logistic-Multi-layer Perceptron,4,dna,0.05556377043039372,13.801400000000001
Decision Tree-Extra Tree-Logistic-Multi-layer Perceptron-BernoulliNB,5,dna,0.0480343447487234,14.5048
Decision Tree-Extra Tree-Logistic-Multi-layer Perceptron-Extra Trees,5,dna,0.04771987933991838,39.9242
Decision Tree-Extra Tree-Logistic-Multi-layer Perceptron-Gradient Boosting,5,dna,0.04363380059541412,20.5995
Decision Tree-Extra Tree-Logistic-Multi-layer Perceptron-Linear Discriminant,5,dna,0.04708897695234714,13.223900000000004
Decision Tree-Extra Tree-Logistic-Multi-layer Perceptron-MultinomialNB,5,dna,0.046778454683464435,15.3326
Decision Tree-Extra Tree-Logistic-Multi-layer Perceptron-Nearest Neighbors,5,dna,0.05116618363202617,63.738
Decision Tree-Extra Tree-Logistic-Multi-layer Perceptron-Quadratic Discriminant,5,dna,0.053675992192582955,26.103400000000004
Decision Tree-Extra Tree-Logistic-Multi-layer Perceptron-Random Forest (10 estimators),5,dna,0.047087991167366575,20.0003
Decision Tree-Extra Tree-Logistic-MultinomialNB,4,dna,0.05305494765481753,12.4144
Decision Tree-Extra Tree-Logistic-MultinomialNB-Extra Trees,5,dna,0.04489560537055657,37.02
Decision Tree-Extra Tree-Logistic-MultinomialNB-Gradient Boosting,5,dna,0.04112596360481851,17.6469
Decision Tree-Extra Tree-Logistic-MultinomialNB-Nearest Neighbors,5,dna,0.050540210169357856,65.2557
Decision Tree-Extra Tree-Logistic-MultinomialNB-Random Forest (10 estimators),5,dna,0.04489166223063425,16.608800000000002
Decision Tree-Extra Tree-Logistic-Nearest Neighbors,4,dna,0.06717237436170423,60.7635
Decision Tree-Extra Tree-Logistic-Nearest Neighbors-Extra Trees,5,dna,0.049599771297884496,90.8963
Decision Tree-Extra Tree-Logistic-Nearest Neighbors-Gradient Boosting,5,dna,0.04677155418860038,76.0331
Decision Tree-Extra Tree-Logistic-Nearest Neighbors-Random Forest (10 estimators),5,dna,0.051165197847045596,66.4687
Decision Tree-Extra Tree-Logistic-Passive Aggressive,4,dna,0.055245361881666365,11.6615
Decision Tree-Extra Tree-Logistic-Passive Aggressive-BernoulliNB,5,dna,0.04928727745904063,16.802
Decision Tree-Extra Tree-Logistic-Passive Aggressive-Extra Trees,5,dna,0.047402456576171606,36.98650000000001
Decision Tree-Extra Tree-Logistic-Passive Aggressive-Gradient Boosting,5,dna,0.04269237593896019,18.5381
Decision Tree-Extra Tree-Logistic-Passive Aggressive-Linear Discriminant,5,dna,0.04771297884505431,19.5317
Decision Tree-Extra Tree-Logistic-Passive Aggressive-Multi-layer Perceptron,5,dna,0.04771297884505431,16.0736
Decision Tree-Extra Tree-Logistic-Passive Aggressive-MultinomialNB,5,dna,0.04771790776995721,15.296699999999998
Decision Tree-Extra Tree-Logistic-Passive Aggressive-Nearest Neighbors,5,dna,0.052104650933538374,86.3351
Decision Tree-Extra Tree-Logistic-Passive Aggressive-Perceptron,5,dna,0.04645511720983418,15.653899999999998
Decision Tree-Extra Tree-Logistic-Passive Aggressive-Quadratic Discriminant,5,dna,0.0549279391179196,24.252099999999995
Decision Tree-Extra Tree-Logistic-Passive Aggressive-Random Forest (10 estimators),5,dna,0.04802645846887876,18.2109
Decision Tree-Extra Tree-Logistic-Passive Aggressive-Ridge,5,dna,0.0467705684036198,13.701399999999998
Decision Tree-Extra Tree-Logistic-Passive Aggressive-SGD,5,dna,0.045834072672068765,14.309899999999999
Decision Tree-Extra Tree-Logistic-Perceptron,4,dna,0.0524240452672463,13.118599999999997
Decision Tree-Extra Tree-Logistic-Perceptron-BernoulliNB,5,dna,0.0461485380808738,17.569200000000002
Decision Tree-Extra Tree-Logistic-Perceptron-Extra Trees,5,dna,0.045837030027010506,40.303
Decision Tree-Extra Tree-Logistic-Perceptron-Gradient Boosting,5,dna,0.04206541669131129,20.009099999999997
Decision Tree-Extra Tree-Logistic-Perceptron-Linear Discriminant,5,dna,0.046142623370990316,14.808600000000002
Decision Tree-Extra Tree-Logistic-Perceptron-Multi-layer Perceptron,5,dna,0.04834190966266438,14.746200000000002
Decision Tree-Extra Tree-Logistic-Perceptron-MultinomialNB,5,dna,0.04489264801561483,15.2222
Decision Tree-Extra Tree-Logistic-Perceptron-Nearest Neighbors,5,dna,0.052419116342343405,72.092
Decision Tree-Extra Tree-Logistic-Perceptron-Quadratic Discriminant,5,dna,0.054928924902900175,26.211899999999996
Decision Tree-Extra Tree-Logistic-Perceptron-Random Forest (10 estimators),5,dna,0.0458321011021076,17.5107
Decision Tree-Extra Tree-Logistic-Perceptron-Ridge,5,dna,0.0452002129295558,14.797900000000002
Decision Tree-Extra Tree-Logistic-Perceptron-SGD,5,dna,0.04394925178919974,15.3186
Decision Tree-Extra Tree-Logistic-Quadratic Discriminant,4,dna,0.07596853374341987,20.4014
Decision Tree-Extra Tree-Logistic-Quadratic Discriminant-BernoulliNB,5,dna,0.05462135998895921,21.395
Decision Tree-Extra Tree-Logistic-Quadratic Discriminant-Extra Trees,5,dna,0.051797086019597406,43.2006
Decision Tree-Extra Tree-Logistic-Quadratic Discriminant-Gradient Boosting,5,dna,0.047398513436249276,25.2991
Decision Tree-Extra Tree-Logistic-Quadratic Discriminant-MultinomialNB,5,dna,0.054306894580154176,20.810899999999997
Decision Tree-Extra Tree-Logistic-Quadratic Discriminant-Nearest Neighbors,5,dna,0.06874174405078765,73.35530000000001
Decision Tree-Extra Tree-Logistic-Quadratic Discriminant-Random Forest (10 estimators),5,dna,0.05367599219258294,24.2044
Decision Tree-Extra Tree-Logistic-Random Forest (10 estimators),4,dna,0.05493582539776424,15.589099999999998
Decision Tree-Extra Tree-Logistic-Random Forest (10 estimators)-Gradient Boosting,5,dna,0.04238185367007748,19.6077
Decision Tree-Extra Tree-Logistic-Ridge,4,dna,0.053367441493661405,11.8894
Decision Tree-Extra Tree-Logistic-Ridge-BernoulliNB,5,dna,0.04426568876796593,13.8048
Decision Tree-Extra Tree-Logistic-Ridge-Extra Trees,5,dna,0.043637743735336444,38.01220000000001
Decision Tree-Extra Tree-Logistic-Ridge-Gradient Boosting,5,dna,0.040808540841071744,15.1891
Decision Tree-Extra Tree-Logistic-Ridge-Linear Discriminant,5,dna,0.04739949922122986,13.5087
Decision Tree-Extra Tree-Logistic-Ridge-Multi-layer Perceptron,5,dna,0.04614656651091263,16.018100000000004
Decision Tree-Extra Tree-Logistic-Ridge-MultinomialNB,5,dna,0.04332327832653142,12.0976
Decision Tree-Extra Tree-Logistic-Ridge-Nearest Neighbors,5,dna,0.050850732438240565,62.8233
Decision Tree-Extra Tree-Logistic-Ridge-Quadratic Discriminant,5,dna,0.05429999408529011,21.1052
Decision Tree-Extra Tree-Logistic-Ridge-Random Forest (10 estimators),5,dna,0.04363478638039471,15.9087
Decision Tree-Extra Tree-Logistic-Ridge-SGD,5,dna,0.044580154176770956,14.2012
Decision Tree-Extra Tree-Logistic-SGD,4,dna,0.05305691922477869,12.401200000000001
Decision Tree-Extra Tree-Logistic-SGD-BernoulliNB,5,dna,0.04552650775812779,15.990500000000003
Decision Tree-Extra Tree-Logistic-SGD-Extra Trees,5,dna,0.04552157883322489,32.8917
Decision Tree-Extra Tree-Logistic-SGD-Gradient Boosting,5,dna,0.04269533329390193,15.501999999999999
Decision Tree-Extra Tree-Logistic-SGD-Linear Discriminant,5,dna,0.046150509650834955,14.1035
Decision Tree-Extra Tree-Logistic-SGD-Multi-layer Perceptron,5,dna,0.04771692198497663,14.8
Decision Tree-Extra Tree-Logistic-SGD-MultinomialNB,5,dna,0.045211056564342184,13.919600000000003
Decision Tree-Extra Tree-Logistic-SGD-Nearest Neighbors,5,dna,0.049914236706689534,61.6716
Decision Tree-Extra Tree-Logistic-SGD-Quadratic Discriminant,5,dna,0.0539894718164074,20.0607
Decision Tree-Extra Tree-Logistic-SGD-Random Forest (10 estimators),5,dna,0.04551862147828315,15.1949
Decision Tree-Extra Tree-Multi-layer Perceptron,3,dna,0.06278267384318133,17.905399999999997
Decision Tree-Extra Tree-Multi-layer Perceptron-BernoulliNB,4,dna,0.054306894580154176,15.220400000000001
Decision Tree-Extra Tree-Multi-layer Perceptron-BernoulliNB-Extra Trees,5,dna,0.04521007077936161,34.028299999999994
Decision Tree-Extra Tree-Multi-layer Perceptron-BernoulliNB-Gradient Boosting,5,dna,0.042067388261272445,18.6032
Decision Tree-Extra Tree-Multi-layer Perceptron-BernoulliNB-MultinomialNB,5,dna,0.04740639971609392,16.3991
Decision Tree-Extra Tree-Multi-layer Perceptron-BernoulliNB-Nearest Neighbors,5,dna,0.051167169417006754,62.1302
Decision Tree-Extra Tree-Multi-layer Perceptron-BernoulliNB-Random Forest (10 estimators),5,dna,0.04552157883322489,20.130000000000003
Decision Tree-Extra Tree-Multi-layer Perceptron-Extra Trees,4,dna,0.051801029159519715,32.0449
Decision Tree-Extra Tree-Multi-layer Perceptron-Extra Trees-Gradient Boosting,5,dna,0.042382839455058066,37.562200000000004
Decision Tree-Extra Tree-Multi-layer Perceptron-Extra Trees-Random Forest (10 estimators),5,dna,0.04646596084462057,36.769400000000005
Decision Tree-Extra Tree-Multi-layer Perceptron-Gradient Boosting,4,dna,0.048029415823820504,16.6113
Decision Tree-Extra Tree-Multi-layer Perceptron-Linear Discriminant,4,dna,0.05367697797756353,13.048399999999997
Decision Tree-Extra Tree-Multi-layer Perceptron-Linear Discriminant-BernoulliNB,5,dna,0.04614952386585437,16.778999999999996
Decision Tree-Extra Tree-Multi-layer Perceptron-Linear Discriminant-Extra Trees,5,dna,0.044580154176770956,39.818
Decision Tree-Extra Tree-Multi-layer Perceptron-Linear Discriminant-Gradient Boosting,5,dna,0.04143550008872064,20.051899999999996
Decision Tree-Extra Tree-Multi-layer Perceptron-Linear Discriminant-MultinomialNB,5,dna,0.04520711342441986,15.906299999999998
Decision Tree-Extra Tree-Multi-layer Perceptron-Linear Discriminant-Nearest Neighbors,5,dna,0.050851718223221154,70.55159999999998
Decision Tree-Extra Tree-Multi-layer Perceptron-Linear Discriminant-Quadratic Discriminant,5,dna,0.053044104020031145,23.6249
Decision Tree-Extra Tree-Multi-layer Perceptron-Linear Discriminant-Random Forest (10 estimators),5,dna,0.04489166223063425,17.4944
Decision Tree-Extra Tree-Multi-layer Perceptron-MultinomialNB,4,dna,0.053050018729914626,12.1963
Decision Tree-Extra Tree-Multi-layer Perceptron-MultinomialNB-Extra Trees,5,dna,0.04489560537055658,33.49680000000001
Decision Tree-Extra Tree-Multi-layer Perceptron-MultinomialNB-Gradient Boosting,5,dna,0.04112399203485735,16.9165
Decision Tree-Extra Tree-Multi-layer Perceptron-MultinomialNB-Nearest Neighbors,5,dna,0.049912265136728376,62.146899999999995
Decision Tree-Extra Tree-Multi-layer Perceptron-MultinomialNB-Random Forest (10 estimators),5,dna,0.04520711342441986,16.300800000000002
Decision Tree-Extra Tree-Multi-layer Perceptron-Nearest Neighbors,4,dna,0.06810985587823584,63.7214
Decision Tree-Extra Tree-Multi-layer Perceptron-Nearest Neighbors-Extra Trees,5,dna,0.04865933242641115,84.39509999999999
Decision Tree-Extra Tree-Multi-layer Perceptron-Nearest Neighbors-Gradient Boosting,5,dna,0.045201198714536386,64.2623
Decision Tree-Extra Tree-Multi-layer Perceptron-Nearest Neighbors-Random Forest (10 estimators),5,dna,0.05085270400820173,66.0421
Decision Tree-Extra Tree-Multi-layer Perceptron-Quadratic Discriminant,4,dna,0.0756471678397508,19.7472
Decision Tree-Extra Tree-Multi-layer Perceptron-Quadratic Discriminant-BernoulliNB,5,dna,0.052735553321109595,26.308
Decision Tree-Extra Tree-Multi-layer Perceptron-Quadratic Discriminant-Extra Trees,5,dna,0.05085467557816289,46.4306
Decision Tree-Extra Tree-Multi-layer Perceptron-Quadratic Discriminant-Gradient Boosting,5,dna,0.04676958261863921,25.0696
Decision Tree-Extra Tree-Multi-layer Perceptron-Quadratic Discriminant-MultinomialNB,5,dna,0.05242108791230456,24.104200000000002
Decision Tree-Extra Tree-Multi-layer Perceptron-Quadratic Discriminant-Nearest Neighbors,5,dna,0.06685495159795746,73.9067
Decision Tree-Extra Tree-Multi-layer Perceptron-Quadratic Discriminant-Random Forest (10 estimators),5,dna,0.05241813055736283,24.7922
Decision Tree-Extra Tree-Multi-layer Perceptron-Random Forest (10 estimators),4,dna,0.054932868042822505,15.405899999999999
Decision Tree-Extra Tree-Multi-layer Perceptron-Random Forest (10 estimators)-Gradient Boosting,5,dna,0.04206640247629186,20.831899999999997
Decision Tree-Extra Tree-MultinomialNB,3,dna,0.0634106188758108,10.8126
Decision Tree-Extra Tree-MultinomialNB-Extra Trees,4,dna,0.0496047002227874,37.383799999999994
Decision Tree-Extra Tree-MultinomialNB-Extra Trees-Gradient Boosting,5,dna,0.04144141479860412,40.50179999999999
Decision Tree-Extra Tree-MultinomialNB-Extra Trees-Random Forest (10 estimators),5,dna,0.043955166499083216,37.946200000000005
Decision Tree-Extra Tree-MultinomialNB-Gradient Boosting,4,dna,0.046776483113503284,17.304499999999997
Decision Tree-Extra Tree-MultinomialNB-Nearest Neighbors,4,dna,0.06623193549023086,58.627599999999994
Decision Tree-Extra Tree-MultinomialNB-Nearest Neighbors-Extra Trees,5,dna,0.05023067368545573,87.4771
Decision Tree-Extra Tree-MultinomialNB-Nearest Neighbors-Gradient Boosting,5,dna,0.04582914374716586,73.1496
Decision Tree-Extra Tree-MultinomialNB-Nearest Neighbors-Random Forest (10 estimators),5,dna,0.05147966325585064,66.89450000000001
Decision Tree-Extra Tree-MultinomialNB-Random Forest (10 estimators),4,dna,0.053675992192582955,16.304899999999996
Decision Tree-Extra Tree-MultinomialNB-Random Forest (10 estimators)-Gradient Boosting,5,dna,0.04206640247629187,20.0586
Decision Tree-Extra Tree-Nearest Neighbors,3,dna,0.0919658524082727,59.2741
